adjective,noun,label,pan,pna,rep
unconquerable,work,1,0.5773366938148,0.8546234998229191,0.8208597801076751
enjoyable,countryside,1,0.6548540919598164,0.6092762029759025,0.7096368465334474
polychromic,sculpture,1,0.26133286528598254,0.6797449126270656,0.5038927506940896
demountable,chamber,1,0.3522901729235631,0.6577566143714386,0.5477106036538537
inefficacious,practices,1,0.3369351735777174,0.7705744138980118,0.6118442335328266
requisite,meanings,1,0.7178422557912515,0.7160477221439291,0.8199641077708509
semiprivate,situations,1,0.4431336232417152,0.7960981572710281,0.69656923884191
vestibulospinal,reaction,1,0.44496797993986714,0.7570535559762887,0.6721456590083756
pilose,epidermis,1,0.24911264581866369,0.5442645942354835,0.4072468943480806
whopping,margins,1,0.4245310371947081,0.5819734366464416,0.5442772281698838
murine,keratitis,1,0.5594275218269812,0.47713315392363537,0.5619077494903166
antichristian,herd,0,0.47099273432340216,0.6070849690565832,0.5904867358312235
disapproving,attitude,0,0.3041502499729452,0.7756168084724913,0.5941601877773149
inefficacious,punishment,1,0.27635441769958796,0.6522235079217759,0.495466717079296
lexical,marks,1,0.6875362862139784,0.6615067084740693,0.7648037471579053
basophilic,secretion,1,0.5317516198361115,0.6231497060966986,0.6399185694758678
indomitable,crusader,1,0.6136141092619666,0.39674174469832935,0.5438942903963551
romany,parents,1,0.3727209503145042,0.6736765370345202,0.5712282395553312
venereal,enjoyments,1,0.507859978665601,0.4996981659615667,0.5436864958306665
mellow,luminescence,1,0.5729049197290982,0.3567494135674693,0.49161172479463305
barbarous,deceiver,1,0.7084321040417746,0.4318216505154076,0.6275982950015896
apodeictic,thinker,1,0.37818302581820695,0.6246315520235347,0.5425708924068554
sanskritic,way,0,0.41778279200876844,0.9194825899582131,0.7612308185404761
uncapped,groups,1,0.3308057016216899,0.8359961070173159,0.6508110098214929
unreflective,activities,1,0.4470295067295567,0.7737127876212848,0.684387451055457
idiosyncratic,topics,1,0.5506362153064074,0.6565261227448611,0.6738909271559924
nostalgic,order,0,0.5468256061893695,0.7946534291902705,0.7620087585340646
czarist,industry,1,0.5295166140701065,0.7506931939239093,0.722106302957944
affinal,chains,1,0.484399314849288,0.6347466695931914,0.6172052861932659
cricketing,years,0,0.39553728249831915,0.973035197070087,0.7820981486241976
baryonic,dissipation,0,0.3914250648925947,0.5460941358734674,0.4995590081992252
concerned,relatives,1,0.32808075117838165,0.36728067779618334,0.34177239005410676
papal,agreements,1,0.8140633176047005,0.7596065529670142,0.910125256715047
unseasonable,labor,0,0.5351464329386493,0.7075704470291008,0.6974390223573163
castalian,wells,0,0.4985391903776749,0.6892472811482517,0.6619891438409263
limitative,force,1,0.33856247194385547,0.8561411658801803,0.6689844059166017
jumpy,character,1,0.37247890269076245,0.8196051271676802,0.6667453616269918
zigzag,seams,1,0.5523073381455964,0.4913016149724505,0.5666381655139754
aestival,season,1,0.20729354847818215,0.7454669157766066,0.5123831030751057
symmetric,muscles,1,0.675133790017861,0.717131906358068,0.7933316766138525
rarefied,materials,1,0.6022554954968237,0.837010604163545,0.8252663674053778
unsubmissive,criticism,0,0.2340381704822773,0.6838817146886387,0.48912999841731675
proximate,hospitals,1,0.6606639791086178,0.6793408448301317,0.7592915148741736
nonbusiness,applications,1,0.3813007819158029,0.6618994859947921,0.5690001633902332
agnostic,tolerance,1,0.461018128188244,0.5858058690283198,0.5701499276566898
nonferromagnetic,metal,1,0.271054122314126,0.674621472402413,0.5067576158169536
streptococcic,pneumonia,0,0.23212015493321192,0.4674576567732903,0.3460124807084242
waterproof,doors,1,0.5736583582795469,0.6648395255881087,0.6940807301069082
demountable,parts,1,0.34503375443111434,0.7934206352215458,0.6320073731674796
avian,fibula,1,0.5907849392550548,0.37274782494759695,0.5135477474316046
requisite,narrative,1,0.7421194724726707,0.70275909992805,0.8267949655640962
chemotherapeutic,viewpoint,1,0.6977354641727975,0.6988912581652879,0.7958432096719227
thirtieth,festival,1,0.6351201028266749,0.6529088596684613,0.7256085186067964
anticompetitive,influence,1,0.5920396089798524,0.8950601319822369,0.8567836418909245
this,seed,0,0.569403678313578,0.570076417330072,0.6292292163743533
unengaged,presentation,1,0.346209821205112,0.6822693798079438,0.5598885695014529
unforgotten,hour,0,0.39651297593337353,0.701310563353819,0.6045777177709679
contrary,variable,1,0.7141211319608354,0.6618043280821416,0.7820192794096104
necked,collar,1,0.5163359512264248,0.690764466828152,0.6743778407734811
overaggressive,children,1,0.21006814303219898,0.7689511270302039,0.5295559399872996
czarist,overthrow,1,0.563585318399095,0.5795181540656547,0.6316942160405599
deadlocked,senate,0,0.35433718754684995,0.49900510025447514,0.44494225163301143
whopping,differences,1,0.5412094916059483,0.8803632456924161,0.8146052765535642
unassailable,example,1,0.5217385521908551,0.8030474829185169,0.7514504959125471
athermanous,substance,0,0.11424893327335131,0.644136858147532,0.3863802771516992
bear,rule,0,0.2998237916414859,0.5024717520201326,0.4123139195755749
uncomplaining,compliance,1,0.47392470190200653,0.606492389643613,0.5919753684543577
flourishing,statement,0,0.5608458758644128,0.6452816357545501,0.6730554697910027
baggy,seats,1,0.5629139005846641,0.62464145290204,0.660847592436704
domelike,reservoir,1,0.4244465035475612,0.6688419511815408,0.6011748818718042
awful,precepts,1,0.8135958518045608,0.6332081083171042,0.8269580209758688
fascist,prototype,1,0.6459882630288992,0.5144221080608623,0.6417734862075414
reducible,polynomial,1,0.5057187677604343,0.5045922856625566,0.545524257450505
vestigial,holes,1,0.6028568444020928,0.7293832867023948,0.7550899374623514
interprovincial,bridge,1,0.5095335161497693,0.7422218101215761,0.7037586134501597
murine,hybridoma,1,0.5703916351086072,0.1741312024284851,0.37027651343643914
drunken,doc,1,0.7791591547330927,0.4795204675882745,0.7041516305843075
echinulate,growth,1,0.22852708924558493,0.8483063807641894,0.5933999209393556
commiserable,persons,1,0.0025174251522468013,0.5482599899177518,0.25198870544143226
heliocentric,systems,0,0.363827541154175,0.7820833898746705,0.6366069158759108
carlovingian,interest,1,0.4387276568814774,0.8284252699042957,0.7149423519495832
unbelted,tunic,1,0.09280089510477797,0.37610604653392204,0.1969252081413059
overaggressive,removal,0,0.23534273813394102,0.6301849812029011,0.45476116301226416
epitheliomatous,mass,0,0.410061331040248,0.8385740743041975,0.7032429630987017
eurhythmic,dance,0,0.31419793533255486,0.7197856361676459,0.5639895996054431
requisite,gentleness,1,0.788368004353481,0.621850833540961,0.8033604706641474
aberrant,disposition,1,0.6209223962277876,0.7062888694733397,0.751515135511063
emotive,version,1,0.6047646240867065,0.7545841580011576,0.7728332713449446
taupe,slacks,1,0.3153783823761185,0.5882844968036236,0.4785320344896613
pasteurised,cow,1,0.2815425008958391,0.574308380422658,0.44770642840359093
constitutive,themes,1,0.6113228374652001,0.6468735192324732,0.7064159772911188
drunken,middle,0,0.7086334061708633,0.584798940591987,0.7280204534842222
sanskritic,convention,0,0.4883085405709979,0.7727708398014703,0.7101979687602393
enjoyable,customs,1,0.6791313086412355,0.7181036451977579,0.7965280877874099
dissymmetric,configuration,1,0.36703897272234504,0.7156473238848642,0.595106891284648
whopping,refund,1,0.5034261245404351,0.4819256225725717,0.529195972023332
volatile,animal,1,0.7036181012706446,0.7007930565258578,0.8008562851839827
whopping,chance,1,0.45101605521046856,0.7434290246537282,0.6670854524341839
parous,stress,0,0.28188504539145215,0.6016084142854511,0.46582388183353596
chemotherapeutic,potency,0,0.6331508586471865,0.5819076519906136,0.6777987233768592
woollen,clothing,1,0.23530451467100086,0.6931855654914355,0.4960404374446821
inflexible,frameworks,1,0.6703551764971863,0.6306401359991213,0.7335674880777313
anomic,declassification,1,0.3993548295234273,0.14976092867305354,0.2447962862060606
parous,patients,1,0.21875965777531942,0.5909479755344739,0.41842004931542465
unluckier,hands,1,0.1692417352723478,0.7493353228820857,0.49055736102385045
realizing,conception,0,0.11528268987799313,0.5594681335577147,0.33153254621572903
monolingual,idioms,0,0.49689474827322927,0.4793606045803638,0.5233327416507965
anticompetitive,bias,0,0.48691823138373486,0.6360912206474496,0.6196994712842995
doable,manner,1,0.3716399637213058,0.8571291480275854,0.6908093314168836
amphibolic,slate,1,0.2477690710835487,0.58219065823972,0.4312513643676872
murine,epidemic,1,0.5703916351086072,0.5362238230843523,0.6076676723431854
prepotent,dog,0,0.520324873992986,0.7746429528149837,0.7319231531699943
castroite,model,0,0.29399821483098926,0.815037101612686,0.6135048490302206
unstirred,thought,0,0.3584050285853288,0.7079663455757701,0.5845434650128624
interdental,recession,0,0.45788663724424106,0.5383330608525956,0.5370214564640219
heliocentric,views,0,0.3858205985307692,0.7446524108033437,0.6261474418730991
servile,vassalage,1,0.6072448547232437,0.35426903053525105,0.5119710128327944
expanding,market,1,0.22039255276124536,0.7178308532534494,0.5026510261865149
unseasonable,disruption,1,0.4350494933079902,0.46676931301332736,0.47548260382290997
oniony,odor,1,0.22516805078568253,0.6462817026835251,0.4588001795747036
anticompetitive,possibilities,1,0.47440945941996376,0.6829715710361282,0.6424261596384291
warbled,string,0,0.15139075370766916,0.45145542328641336,0.2838359058961661
taupe,pantsuit,1,0.3153783823761185,0.41597941024814966,0.36556727948073225
poor,reporters,1,0.6842259154865004,0.32406044775421594,0.5414515641915224
imponderable,magnitude,1,0.4691697762188159,0.6351844073420968,0.6077418666744698
unenclosed,platforms,1,0.3910858390776314,0.5464214630344975,0.4995564243401782
cuboidal,facet,0,0.48705561743139525,0.4712591062874457,0.5117220222891022
enjoyable,rite,1,0.6031976822125927,0.5624989700448835,0.6458973021750801
doable,decomposition,1,0.3174686447289156,0.5608521934147138,0.4618854193906171
inexhaustible,voices,1,0.6533074017559324,0.6731677189396356,0.7505344583934334
venereal,pastimes,1,0.5252878511208569,0.47859943249316406,0.5410118206639833
limitative,form,1,0.2966676267355012,0.8482423276764318,0.6369835290842067
baseless,trash,1,0.4843873198423558,0.48117810873401956,0.5165166853589253
stalagmitic,fragments,1,0.3458053071449714,0.6930576729631993,0.5667024889810776
importunate,mob,1,0.6060823591180782,0.6268065922589311,0.6899048102406724
papal,coach,0,0.6896084879434594,0.535271263043541,0.6833693459699881
uniform,logics,1,0.8421145281867803,0.5282721847423479,0.7764195975963094
fumy,engine,1,0.08641441142152835,0.5142196936589134,0.28338493271746384
customable,taverns,1,0.1362561713536107,0.3524786281323358,0.20925622376030203
streptococcic,empyema,1,0.32587655084746014,0.37609960850748864,0.34614296515008736
suitable,clue,1,0.8188718651547101,0.5974159068628058,0.8068701946626802
tilted,eye,1,0.602983923034255,0.840228537826158,0.8278424344886203
anticompetitive,grounds,1,0.4510530101656906,0.6757667856958202,0.622749143392808
venereal,investigators,1,0.5495650678022761,0.6461859431206116,0.6664260324215102
awful,venom,1,0.7294484109875115,0.4313742651383884,0.6407602509051191
demountable,devices,0,0.4767450025848043,0.8120235623548454,0.7285290830707136
expository,blocks,0,0.6199104340308129,0.7267287471501618,0.7642678136877932
flourishing,hermeneutics,0,0.5655573087965537,0.3579478589943805,0.4876932769345312
wornout,corduroy,1,0.29802474635852455,0.3291361032199938,0.297521716365237
drunken,melees,0,0.6776007366557438,0.17031208501769735,0.43641112635669244
overaggressive,boy,1,0.31162656110954806,0.8176785223840138,0.6265227805137412
antirachitic,properties,0,0.1125334556056748,0.48132802282557413,0.2785430494352318
imponderable,relationships,1,0.4954260423396613,0.7778071824328898,0.7180566766637874
roadside,tests,1,0.41919496670462536,0.7478500578187819,0.6496111125259694
demountable,top,1,0.4826861456214227,0.71840998432187,0.6709588812365183
anticompetitive,cooperation,1,0.4523653706681005,0.6533762572505909,0.6089099250787525
sanskritic,lore,1,0.34863430225924585,0.529200457397455,0.46108744065426344
barrelled,pumps,1,0.31300300832051414,0.5263625337766036,0.4364146567688631
emotive,relevance,1,0.5426274293465972,0.613221620424742,0.6403726449858319
echinulate,wall,1,0.15700396226303268,0.7349788883661628,0.4733101673923151
constitutive,error,1,0.6651484911277695,0.7364785177434338,0.7996226021816962
metathoracic,segment,0,0.3043685858228181,0.6774255984963058,0.5299249378847887
uncapped,vials,0,0.30459372312004995,0.4242728919373121,0.36409990009578674
leftover,polish,0,0.6133035043591493,0.6246731061012397,0.693129269936259
murine,neoplasia,1,0.5419996493717253,0.5045531452931054,0.5687266978436908
absolute,enemies,1,0.6396909562915427,0.4770644211994702,0.6132497293926952
quantal,analyses,1,0.45217563376481895,0.6459856792417568,0.6039431208530793
venereal,field,0,0.5495650678022761,0.7963403566530233,0.7648686081880551
zigzag,pair,0,0.5221219510923898,0.640455003227607,0.6450988761843293
typal,characterization,1,0.3455473955659805,0.6169453560140583,0.516637450933124
unethical,ratio,0,0.6093983570383313,0.7248847933117359,0.7563287562358082
preceptive,writing,1,0.3506801670900652,0.6593912254095897,0.5477514955678693
unseasonable,hazard,0,0.5565753704343231,0.6130267954333675,0.6491748033558604
limitative,sentence,1,0.3246528585239828,0.7311605557656252,0.5781406518422685
demountable,lamp,1,0.4045953897117177,0.6208870847194708,0.5570259683255633
funky,names,1,0.39685279836876386,0.7211425676798644,0.6177973215346507
awful,mosquitoes,1,0.7893186351231417,0.4967864602742637,0.7219757717165799
acclimatory,changes,1,0.04386683960601994,0.7934988398926495,0.4392426145951372
cozy,beaches,1,0.6246759593424545,0.6170971748102135,0.6954434061107928
papal,effects,1,0.6896084879434594,0.7837028147359116,0.8462432920295055
sociotechnical,perspectives,1,0.4577468730121245,0.6814549835896861,0.6307639871757752
soothing,airs,1,0.6295574663952153,0.5690105041226223,0.6670426411825663
whopping,plurality,1,0.4303923149783646,0.45789204383148485,0.4666809224938443
optimised,table,1,0.43419378914497975,0.8192927244988997,0.7060522563613878
popping,point,0,0.012210433012881659,0.6975707184959578,0.3560839061850279
vanward,wave,0,0.12462637146527285,0.5978194953628483,0.3626581451329015
content,realism,1,0.7364703438389476,0.6460436441984876,0.7859950653673917
rarefied,system,1,0.5254500391724941,0.8502288553579653,0.7847592299719669
spineless,administrators,1,0.31099392190583347,0.47806575628055287,0.4034645807388818
subscript,limits,1,0.4841102058590076,0.6952819487385659,0.6567076601478982
bear,scars,0,0.6365184447095668,0.6097819981579911,0.6982294228107805
inextensible,members,1,0.4156595840172675,0.7946655579868694,0.6780403156164885
inextensible,substance,0,0.5087831336694223,0.8082405109160307,0.7465606466260292
aggressive,initiator,1,0.7352571637835663,0.37166912702873645,0.6053359652219608
eerie,mood,1,0.38985207080876594,0.4826957792357364,0.45698740118934134
preceptive,function,0,0.44862167945626136,0.8551509500624879,0.7387983947493287
breakable,doll,1,0.3614721011818946,0.5134771433333296,0.4589982366926918
unforgotten,beauty,1,0.44257571089150455,0.749162162318204,0.6654403888762441
lexical,manifestation,1,0.6669125459818743,0.6252463123529208,0.7278271744714901
stratiform,complexes,1,0.3309114446057312,0.6230749586482328,0.51128570142232
traverse,surveying,1,0.1645051673312334,0.4554232454824135,0.2948334838605281
interbank,relations,1,0.12445482966124125,0.8332848257785003,0.5169214944432889
proximate,programmes,1,0.6081357394657074,0.6073671461226846,0.6784747708475469
inflexible,democrat,1,0.6038843507695723,0.5279036613279507,0.6236559341923433
tabetic,persons,1,0.4632121181812671,0.8415601285727122,0.7392293641925978
inexhaustible,thing,1,0.6681226217298146,0.8853055140701457,0.8990990383692175
brazilian,descendant,1,0.7959569546437707,0.6448859627206188,0.8233211793101999
reconstituted,sector,0,0.6069369725153051,0.8311000171280525,0.8243885547517424
doable,life,1,0.42526045596529083,0.9719288655071312,0.8004024888312734
awful,sage,1,0.7471250260769469,0.5217742049301768,0.7113443550767025
heartsick,mother,1,0.26993390152214614,0.6916698822088618,0.5172175069635755
jumpy,smile,1,0.4248889720207289,0.7856516808224532,0.6780396663026359
transdisciplinary,methodology,1,0.3896702868516543,0.5653349302662956,0.5110499838253142
bilobate,appearance,1,0.16761391895015693,0.7358323079131247,0.4806624872044923
traditional,multiplexer,1,0.7488149890148512,0.2039840301281806,0.5040802403132266
demented,dentist,1,0.6035861140522212,0.519731986303508,0.6181075709678441
optimum,precipitation,1,0.5268261875943674,0.4659424269257874,0.5336986635064283
discrepant,measures,1,0.48918819985850864,0.7490310432529673,0.6951971300089484
industrious,means,1,0.6471431986353643,0.7951060745084101,0.826531827869463
provisional,wall,1,0.5571095334318817,0.6163884345700736,0.6517207110872028
loutish,bully,1,0.3972679304804421,0.4643214599094885,0.44968888745894675
immunopathological,sequelae,1,0.40527918949743047,0.572667329418867,0.5258504546986082
kashmirian,ethos,1,0.23970644811166225,0.49563829059509745,0.36934492703222005
pending,case,1,0.07291906655358778,0.660083668552088,0.3703745367654285
awful,wrestling,1,0.8539032406487527,0.5135457927684887,0.7743123282656766
loutish,lovers,1,0.34445176967247915,0.5635014486053448,0.48089769515786684
imminent,parade,1,0.7158097216954469,0.5713891492515742,0.7238233653813767
interdental,articulation,1,0.4415945113491635,0.5019223931883229,0.5027195929425281
vestibulospinal,input,1,0.5098868212336047,0.7318711372379711,0.6971988162205064
tabetic,walks,0,0.2731362277737466,0.4841485338245768,0.3832148805553293
tantalizing,feel,1,0.5064646927469,0.5392374597893708,0.5687155067033846
palatine,branch,0,0.32293046506478756,0.713369673063753,0.5653740625068234
orderly,loss,0,0.595218024105942,0.6410956376777013,0.6923171652397013
hepatocellular,elevations,1,0.5674494258278042,0.5455314628065411,0.61188615412128
inextensible,capsule,1,0.4315072236296698,0.6172058888423981,0.5718423011456298
unfaithful,publisher,1,0.5855988944890143,0.6465158168570645,0.6897122298390505
volscian,colony,1,0.5027748456009018,0.7381844375620874,0.6967845736917682
venereal,group,0,0.507859978665601,0.7794032166453884,0.7270636273878675
commensal,birds,1,0.557392620631273,0.7900511098266778,0.7657567542421602
optimised,application,1,0.44013493218159816,0.8483990553491784,0.728938323804256
imponderable,obstacle,1,0.5104588360821112,0.6682736170846036,0.6558699344450094
nondepartmental,agencies,0,0.13588238348605264,0.6595557371047525,0.41033941128730134
unfaithful,miss,0,0.5260372592084108,0.48501737816134066,0.5456992765966732
optimised,protocol,1,0.39098658343421555,0.6374289286079813,0.5591581858810583
unarmoured,truck,1,0.41914932421844636,0.6520417822345059,0.5867691289278942
inefficacious,form,1,0.2854043123551299,0.8294488014552813,0.6174512159089848
modified,livestock,1,0.6733215400217526,0.44841059149451923,0.6159953240136696
emotive,manifestation,1,0.5737319545715869,0.6453862647896382,0.6813741169700771
intratelluric,conditions,0,0.18288144402251616,0.8708637571035664,0.5789650367134586
idiosyncratic,advantages,1,0.5755692488882914,0.7267661888825054,0.7359038132259591
nonenzymic,systems,0,0.24497584700701658,0.7729353240012917,0.5545169670781079
triune,economy,1,0.41956767550078516,0.7500972709731065,0.6513230248319748
unenclosed,yard,1,0.4439019998855944,0.6231399633235654,0.583668238404943
subpleural,pressure,1,0.44285721956686064,0.8321384863507352,0.7200206388905636
enjoyable,laugh,1,0.5949838678241861,0.6471212456452817,0.696117693860335
internecine,polemics,1,0.53760560068449,0.4307810404677374,0.5175478455966103
unamiable,moods,1,0.4296591793701284,0.5579179335504719,0.5317894146857115
undisguised,ugliness,1,0.6246956125681824,0.5354827386087601,0.641948834752972
limitative,way,1,0.2966676267355012,0.8941498316511293,0.6670808990646544
galatian,kings,1,0.44226501004133095,0.6747754700814292,0.6164728885514204
agnostic,pessimist,1,0.48266054130834624,0.3683767709148672,0.4414575848791764
inexhaustible,income,1,0.6533074017559324,0.7618915680628369,0.8087026069955052
venereal,germ,0,0.6390208053938504,0.6001849431802863,0.6935395936300126
avian,pasteurellosis,1,0.5823357352185953,0.20028246167623748,0.39506848145972173
unengaged,actors,1,0.4201154606628692,0.7623516144977359,0.659707790368885
affinal,incorporation,0,0.5266248495409487,0.545295048943811,0.5855940492280184
testing,time,0,0.14927085998200545,0.8655787181519959,0.5539816208133191
noncarcinogenic,agent,0,0.28707162731586217,0.7027586097601904,0.53545945843455
unclimbed,routes,0,0.26708821139992167,0.6131222278333202,0.46389906701895756
unfillable,expectations,1,0.249654567148496,0.7187816585726325,0.5220087959424168
unreflective,self,1,0.4738062184053878,0.7217010299058932,0.6674313262150507
cornuted,kings,1,0.010480784992885551,0.5877601499556995,0.2829837436490872
grassy,east,0,0.6617050872333848,0.5858003854651852,0.6986321019759268
cracked,hip,1,0.585807644124779,0.5114588339893253,0.6013013123098551
recriminatory,exchanges,0,0.37209816308540233,0.6527950121425222,0.5571393982366765
bendy,pointer,1,0.2672311812364713,0.5775029242428334,0.4406382667265434
agnostic,style,1,0.5160909995691576,0.7842921508623519,0.7355386011376805
promissory,oaths,1,0.37208767514481367,0.2751249483005543,0.3095288136358399
